order_id,customer_name,order_date,expected_amount,currency,order_status
ORD-1093,Geeta Phogat,2026-09-04 14:44:00,2499.0,INR,COMPLETED
ORD-1094,Vijay Sethupathi,2026-09-05 15:51:00,25000.0,INR,COMPLETED
ORD-1095,Swati Saxena,2026-09-06 16:23:00,"₹8,750.00",INR,COMPLETED
ORD-1096,Tara Sutaria,2026-09-07 09:52:00,4800.0,INR,COMPLETED
ORD-1097,Rajesh Khanna,2026-09-08 10:27:00,4800.0,INR,COMPLETED
 ORD-1098 ,Tara Sutaria,2026-09-09 11:27:00,3200.0,INR,COMPLETED
ORD-1099,Tanvi Kulkarni,2026-09-10 12:17:00,34999.0,INR,COMPLETED
ORD-1100,Neha Chawla,2026-09-11 13:39:00,"₹25,000.00",INR,COMPLETED
ORD-1101,Manoj Tiwari,2026-09-12 14:11:00,349.0,INR,COMPLETED
ORD-1102,Swati Saxena,2026-09-13 15:17:00,25000.0,INR,COMPLETED
ORD-1103,Vijay Sethupathi,2026-09-14 16:00:00,49990.0,INR,FAILED
ORD-1104,Sneha Nair,2026-09-15 09:35:00,2499.0,INR,COMPLETED
 ORD-1105 ,Vijay Sethupathi,2026-09-01 10:50:00,"₹6,450.00",INR,COMPLETED
ORD-1106,Suresh Pillai,2026-09-02 11:19:00,2499.0,INR,COMPLETED
ORD-1107,Manish Pandey,2026-09-03 12:47:00,8750.0,INR,COMPLETED
ORD-1108,Swati Saxena,2026-09-04 13:19:00,18500.0,INR,COMPLETED
ORD-1109,Kavita Rao,2026-09-05 14:07:00,18500.0,INR,COMPLETED
ORD-1110,Rishabh Pant,2026-09-06 15:13:00,"₹18,500.00",INR,COMPLETED
ORD-1111,Ashok Leyland,2026-09-07 16:53:00,12500.0,INR,COMPLETED
 ORD-1112 ,Karan Singhal,2026-09-08 09:00:00,4800.0,INR,FAILED
ORD-1113,Deepak Gupta,2026-09-09 10:35:00,3200.0,INR,COMPLETED
ORD-1114,Kishore Kumar,2026-09-10 11:55:00,34999.0,INR,COMPLETED
ORD-1115,Suresh Pillai,2026-09-11 12:21:00,"₹6,450.00",INR,COMPLETED
ORD-1116,Harish Natarajan,2026-09-12 13:52:00,34999.0,INR,COMPLETED
ORD-1117,Shruti Haasan,2026-09-13 14:09:00,799.0,INR,COMPLETED
ORD-1118,Sneha Nair,2026-09-14 15:48:00,2499.0,INR,COMPLETED
 ORD-1119 ,Sanjay Dutt,2026-09-15 16:24:00,25000.0,INR,COMPLETED
ORD-1120,Ishaan Roy,2026-09-01 09:36:00,"₹34,999.00",INR,COMPLETED
